Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures
1998,Bloomfield - Prosser,Hartford,P,55,19004,,,8679,0.46,17644,0.9,216081,11.4,599,13141,110338,5.8,828626,619085
1998,Bolton - Bentley,Tolland,P,94,4698,,,2176,0.46,1213,0.3,45299,9.6,51,1934,37195,7.9,176167,102364
1998,Branford - Blackstone,New Haven,P,53,27235,50591,1.9,,,57955,2.1,172547,6.3,134,9739,87533,3.2,789959,418981
1998,Branford - Willoughby,New Haven,N,53,,,,4485,0.16,1200,0,47051,1.7,54,2450,21000,0.8,141977,73611
1998,Bridgeport,Fairfield,P,169,137923,416800,3,45219,0.33,217951,1.6,411703,3,807,13537,540368,3.9,3703897,2453038
1998,Bridgewater - Burnham,Litchfield,P,21,1739,15860,9.1,1100,0.63,1200,0.7,22220,12.8,112,5470,28516,16.4,82836,52757
1998,Bristol,Hartford,P,134,59152,252883,4.3,20066,0.34,19902,0.3,339005,5.7,897,20502,146041,2.5,1276194,803896
1998,Brookfield,Fairfield,P,36,14475,98660,6.8,6984,0.48,12272,0.8,146886,10.1,200,6885,59483,4.1,390880,240457
1998,Brooklyn,Windham,P,145,6940,15440,2.2,3230,0.47,1962,0.3,29629,4.3,28,594,20085,2.9,70441,33960
1998,Burlington,Hartford,P,79,7622,42725,5.6,5600,0.73,767,0.1,46434,6.1,98,1188,29897,3.9,134413,85169
1998,Canaan - David Hunt,Litchfield,P,48,1059,15548,14.7,687,0.65,,,15905,15,134,2700,26552,25.1,70102,32036
1998,Canterbury,Windham,P,152,4636,4054,0.9,1315,0.28,1040,0.2,14824,3.2,,,12199,2.6,38518,19769
1998,Canton,Hartford,P,69,8038,,,8000,1,,,38914,4.8,156,,49125,6.1,197425,134274
1998,Chaplin,Windham,P,139,2212,,,509,0.23,,,6408,2.9,,,12088,5.5,26514,13651
1998,Cheshire,New Haven,P,56,25986,107068,4.1,23808,0.92,33551,1.3,283114,10.9,117,4875,110202,4.2,910664,685382
1998,Chester,Middlesex,P,62,3799,20000,5.3,2800,0.74,1037,0.3,32686,8.6,50,992,14548,3.8,52382,36713
1998,Clinton - Henry C. Hull,Middlesex,P,89,13096,,,7146,0.55,2000,0.2,218719,16.7,,,42368,3.2,375440,186843
1998,Colchester - Cragin,New London,P,129,12732,,,9358,0.73,4772,0.4,83137,6.5,268,6149,35107,2.8,212892,122179
1998,Columbia - S.B. Little,Tolland,P,81,4793,,,3144,0.66,4565,1,36115,7.5,50,1406,28559,6,160567,80818
1998,Cornwall,Litchfield,P,8,1491,9412,6.3,695,0.47,,,12887,8.6,3,100,15356,10.3,39002,18693
1998,Coventry - Booth Dim,Tolland,P,130,10907,45500,4.2,5089,0.47,2384,0.2,95772,8.8,199,3546,45568,4.2,207012,108201
1998,Cromwell,Middlesex,P,90,12521,58396,4.7,5575,0.45,4026,0.3,79942,6.4,164,3507,55734,4.5,329898,236081
1998,Danbury,Fairfield,P,77,65470,319190,4.9,,,39357,0.6,387497,5.9,176,15475,108347,1.7,1581930,1125165
1998,Darien,Fairfield,P,2,18125,330625,18.2,18099,1,31628,1.7,466326,25.7,501,14113,152201,8.4,1773258,919174
1998,Deep River,Middlesex,P,87,4455,25480,5.7,2590,0.58,972,0.2,23010,5.2,51,1099,17039,3.8,79253,50172
1998,Derby,New Haven,P,142,11923,32542,2.7,3126,0.26,4680,0.4,23953,2,136,4404,43045,3.6,265198,153550
1998,Derby Neck,New Haven,N,142,,42796,3.6,2485,0.21,1267,0.1,64266,5.4,152,3224,47085,3.9,277363,123972
1998,Durham,Middlesex,P,88,6382,63936,10,4765,0.75,8060,1.3,84893,13.3,151,2262,45011,7.1,264700,159466
1998,East Granby,Hartford,P,43,4351,30000,6.9,3504,0.81,800,0.2,33982,7.8,185,1830,25779,5.9,80989,43490
1998,East Haddam,Middlesex,P,83,7347,15404,2.1,4477,0.61,121,0,18549,2.5,,1624,20156,2.7,90500,33711
1998,East Haddam - Rathbun,Middlesex,N,83,,24947,3.4,875,0.12,12100,1.6,24705,3.4,83,1155,23150,3.2,138624,63405
1998,East Hampton,Middlesex,P,108,10994,43200,3.9,8015,0.73,4010,0.4,69742,6.3,225,3673,40192,3.7,275941,200941
1998,East Hampton - Middle,Middlesex,N,108,,3000,0.3,587,0.05,,,5982,0.5,38,250,17345,1.6,23746,10765
1998,East Hartford,Hartford,P,125,47700,188762,4,12857,0.27,33785,0.7,167376,3.5,316,8815,203061,4.3,764095,517648
1998,East Haven - Hagaman,New Haven,P,146,26563,79500,3,18800,0.71,15950,0.6,127693,4.8,1951,2895,58176,2.2,546770,296535
1998,East Lyme,New London,P,80,16170,70000,4.3,19964,1.23,17774,1.1,172664,10.7,,7813,88556,5.5,711810,387638
1998,East Windsor - Warehouse,Hartford,P,121,9892,29084,2.9,3289,0.33,,,51799,5.2,181,3453,32898,3.3,276501,150815
1998,Eastford,Windham,P,138,1425,5559,3.9,500,0.35,200,0.1,11403,8,1,40,11276,7.9,23828,13161
1998,Easton,Fairfield,P,13,6573,55600,8.5,2931,0.45,8574,1.3,77514,11.8,101,2921,39298,6,308370,156697
1998,Ellington - Hall,Tolland,P,116,11588,86073,7.4,9124,0.79,5267,0.5,103069,8.9,130,3154,43194,3.7,344769,171103
1998,Enfield,Hartford,P,131,43136,211800,4.9,19149,0.44,31824,0.7,275157,6.4,393,6358,142428,3.3,792400,576158
1998,Essex,Middlesex,P,30,6133,38000,6.2,4100,0.67,5545,0.9,46832,7.6,18,930,25392,4.1,295131,100495
1998,Fairfield,Fairfield,P,26,53491,598400,11.2,47921,0.9,86350,1.6,765934,14.3,536,20654,274165,5.1,2834269,1536786
